
 ARM-M0-Memcpy - Program started!
 CPU frequency: 125000000Hz
52	728.8	842.5	790.0	843.8	1013.8	1016.2	1013.8	853.8	1016.2	1013.8	853.8	1013.8	1013.8	853.8	1013.8	1016.2
53	783.8	842.5	843.8	786.2	1065.0	1067.5	912.5	906.2	1068.8	912.5	906.2	1066.2	912.5	906.2	1066.2	1067.5
54	785.0	896.2	786.2	842.5	1118.8	966.2	965.0	957.5	966.2	963.8	957.5	1118.8	963.8	958.8	1118.8	965.0
55	838.8	837.5	841.2	842.5	1016.2	1017.5	1016.2	1010.0	1018.8	1016.2	1010.0	1016.2	1016.2	1010.0	1016.2	1017.5
56	781.2	893.8	842.5	895.0	1067.5	1070.0	1067.5	910.0	1070.0	1068.8	910.0	1067.5	1067.5	910.0	1068.8	1070.0
57	836.2	893.8	896.2	837.5	1121.2	1121.2	970.0	963.8	1122.5	970.0	963.8	1120.0	970.0	965.0	1120.0	1122.5
58	836.2	948.8	837.5	893.8	1171.2	1021.2	1021.2	1015.0	1022.5	1021.2	1016.2	1171.2	1022.5	1016.2	1172.5	1021.2
59	890.0	890.0	895.0	895.0	1073.8	1076.2	1073.8	1068.8	1076.2	1073.8	1067.5	1073.8	1073.8	1067.5	1073.8	1076.2
60	832.5	946.2	893.8	948.8	1126.2	1127.5	1126.2	965.0	1127.5	1126.2	965.0	1126.2	1126.2	966.2	1126.2	1128.8
61	888.8	946.2	948.8	890.0	1178.8	1181.2	1023.8	1017.5	1180.0	1023.8	1018.8	1178.8	1023.8	1017.5	1178.8	1181.2
62	887.5	1000.0	890.0	946.2	1231.2	1077.5	1076.2	1070.0	1078.8	1076.2	1070.0	1230.0	1076.2	1070.0	1230.0	1077.5
63	942.5	942.5	946.2	946.2	1127.5	1130.0	1127.5	1121.2	1130.0	1128.8	1122.5	1128.8	1127.5	1122.5	1128.8	1130.0
64	885.0	998.8	946.2	1000.0	1180.0	1182.5	1180.0	1022.5	1182.5	1180.0	1021.2	1180.0	1180.0	1021.2	1180.0	1182.5
65	940.0	997.5	1000.0	943.8	1232.5	1233.8	1081.2	1076.2	1233.8	1082.5	1076.2	1232.5	1082.5	1076.2	1232.5	1235.0
66	940.0	1052.5	942.5	997.5	1283.8	1133.8	1133.8	1127.5	1133.8	1133.8	1127.5	1283.8	1133.8	1127.5	1285.0	1133.8
67	993.8	996.2	997.5	997.5	1186.2	1187.5	1186.2	1180.0	1188.8	1186.2	1180.0	1186.2	1186.2	1181.2	1186.2	1188.8
68	936.2	1050.0	998.8	1051.2	1237.5	1240.0	1237.5	1077.5	1240.0	1237.5	1077.5	1238.8	1237.5	1078.8	1237.5	1241.2
69	992.5	1050.0	1052.5	995.0	1290.0	1292.5	1136.2	1131.2	1292.5	1136.2	1130.0	1291.2	1136.2	1130.0	1291.2	1292.5
70	992.5	1103.8	995.0	1050.0	1342.5	1190.0	1188.8	1182.5	1190.0	1187.5	1182.5	1342.5	1188.8	1181.2	1341.2	1190.0
71	1045.0	1046.2	1050.0	1050.0	1240.0	1242.5	1240.0	1235.0	1242.5	1240.0	1235.0	1240.0	1241.2	1233.8	1240.0	1242.5
72	988.8	1102.5	1051.2	1105.0	1292.5	1293.8	1292.5	1133.8	1295.0	1291.2	1133.8	1292.5	1291.2	1133.8	1292.5	1293.8
73	1045.0	1102.5	1103.8	1046.2	1343.8	1346.2	1193.8	1188.8	1346.2	1193.8	1187.5	1343.8	1193.8	1187.5	1345.0	1346.2
74	1043.8	1156.2	1046.2	1102.5	1396.2	1246.2	1246.2	1240.0	1246.2	1246.2	1240.0	1396.2	1246.2	1241.2	1396.2	1246.2
75	1098.8	1098.8	1102.5	1102.5	1297.5	1300.0	1297.5	1292.5	1300.0	1297.5	1292.5	1298.8	1298.8	1291.2	1297.5	1300.0
76	1040.0	1153.8	1102.5	1156.2	1350.0	1351.2	1350.0	1190.0	1352.5	1350.0	1190.0	1350.0	1351.2	1190.0	1350.0	1351.2
77	1096.2	1155.0	1156.2	1098.8	1402.5	1403.8	1247.5	1241.2	1403.8	1247.5	1242.5	1402.5	1248.8	1241.2	1401.2	1405.0
78	1096.2	1208.8	1098.8	1153.8	1455.0	1302.5	1300.0	1293.8	1302.5	1300.0	1293.8	1453.8	1300.0	1293.8	1453.8	1302.5
79	1150.0	1150.0	1155.0	1153.8	1352.5	1353.8	1352.5	1346.2	1353.8	1352.5	1346.2	1352.5	1352.5	1346.2	1352.5	1353.8
80	1092.5	1206.2	1155.0	1207.5	1403.8	1406.2	1403.8	1246.2	1406.2	1405.0	1246.2	1403.8	1405.0	1246.2	1403.8	1406.2
81	1148.8	1206.2	1208.8	1152.5	1456.2	1458.8	1306.2	1300.0	1458.8	1306.2	1301.2	1456.2	1306.2	1300.0	1456.2	1457.5
82	1148.8	1260.0	1150.0	1206.2	1508.8	1357.5	1358.8	1352.5	1358.8	1357.5	1352.5	1508.8	1358.8	1351.2	1507.5	1358.8
83	1202.5	1205.0	1205.0	1206.2	1410.0	1412.5	1410.0	1405.0	1412.5	1410.0	1405.0	1410.0	1410.0	1403.8	1410.0	1412.5
99	1410.0	1411.2	1413.8	1413.8	1633.8	1636.2	1633.8	1628.8	1635.0	1633.8	1627.5	1635.0	1633.8	1628.8	1635.0	1636.2
100	1352.5	1466.2	1415.0	1467.5	1685.0	1687.5	1686.2	1525.0	1687.5	1686.2	1526.2	1686.2	1686.2	1526.2	1686.2	1688.8
101	1408.8	1466.2	1467.5	1410.0	1738.8	1740.0	1583.8	1578.8	1741.2	1583.8	1577.5	1738.8	1583.8	1577.5	1738.8	1740.0
102	1408.8	1520.0	1410.0	1466.2	1790.0	1638.8	1636.2	1630.0	1638.8	1636.2	1630.0	1790.0	1636.2	1630.0	1790.0	1638.8
103	1461.2	1462.5	1466.2	1466.2	1687.5	1691.2	1687.5	1682.5	1691.2	1687.5	1682.5	1688.8	1687.5	1682.5	1688.8	1690.0
104	1405.0	1518.8	1466.2	1520.0	1740.0	1742.5	1740.0	1582.5	1742.5	1740.0	1582.5	1740.0	1740.0	1582.5	1740.0	1742.5
105	1460.0	1517.5	1520.0	1462.5	1792.5	1793.8	1642.5	1636.2	1793.8	1642.5	1636.2	1792.5	1642.5	1636.2	1792.5	1793.8
106	1460.0	1572.5	1462.5	1518.8	1843.8	1693.8	1693.8	1687.5	1693.8	1693.8	1687.5	1845.0	1693.8	1688.8	1845.0	1693.8
107	1515.0	1515.0	1518.8	1518.8	1746.2	1747.5	1745.0	1740.0	1748.8	1746.2	1740.0	1746.2	1746.2	1740.0	1746.2	1747.5
199	2710.0	2710.0	2713.8	2713.8	3032.5	3033.8	3032.5	3026.2	3033.8	3032.5	3026.2	3032.5	3032.5	3026.2	3032.5	3035.0
200	2652.5	2766.2	2713.8	2768.8	3083.8	3086.2	3083.8	2926.2	3086.2	3083.8	2926.2	3083.8	3083.8	2926.2	3085.0	3086.2
201	2707.5	2766.2	2767.5	2710.0	3136.2	3138.8	2986.2	2980.0	3137.5	2986.2	2980.0	3136.2	2985.0	2980.0	3136.2	3138.8
202	2707.5	2820.0	2710.0	2766.2	3187.5	3038.8	3038.8	3031.2	3037.5	3037.5	3032.5	3188.8	3037.5	3032.5	3188.8	3038.8
203	2761.2	2762.5	2766.2	2766.2	3090.0	3092.5	3090.0	3085.0	3092.5	3090.0	3085.0	3090.0	3091.2	3083.8	3090.0	3092.5
204	2703.8	2817.5	2766.2	2820.0	3142.5	3143.8	3142.5	2982.5	3143.8	3142.5	2982.5	3142.5	3142.5	2982.5	3142.5	3143.8
205	2760.0	2817.5	2820.0	2762.5	3195.0	3196.2	3040.0	3035.0	3196.2	3040.0	3033.8	3193.8	3040.0	3035.0	3193.8	3196.2
206	2760.0	2872.5	2761.2	2818.8	3246.2	3093.8	3092.5	3086.2	3095.0	3092.5	3086.2	3246.2	3092.5	3086.2	3245.0	3093.8
207	2813.8	2815.0	2818.8	2818.8	3143.8	3146.2	3143.8	3138.8	3146.2	3143.8	3137.5	3143.8	3143.8	3137.5	3143.8	3146.2
299	4010.0	4010.0	4013.8	4013.8	4433.8	4436.2	4433.8	4428.8	4436.2	4433.8	4428.8	4435.0	4433.8	4428.8	4433.8	4436.2
300	3952.5	4066.2	4013.8	4067.5	4486.2	4487.5	4486.2	4326.2	4488.8	4486.2	4326.2	4486.2	4486.2	4326.2	4486.2	4487.5
301	4008.8	4066.2	4067.5	4010.0	4537.5	4540.0	4383.8	4378.8	4540.0	4383.8	4378.8	4537.5	4383.8	4377.5	4537.5	4540.0
302	4007.5	4120.0	4010.0	4066.2	4590.0	4437.5	4436.2	4430.0	4437.5	4436.2	4430.0	4590.0	4436.2	4430.0	4590.0	4437.5
303	4062.5	4061.2	4066.2	4066.2	4488.8	4490.0	4488.8	4481.2	4490.0	4488.8	4481.2	4487.5	4487.5	4482.5	4488.8	4490.0
304	4003.8	4117.5	4066.2	4120.0	4540.0	4542.5	4540.0	4382.5	4542.5	4541.2	4382.5	4540.0	4541.2	4382.5	4540.0	4542.5
305	4060.0	4118.8	4120.0	4063.8	4592.5	4595.0	4442.5	4436.2	4595.0	4442.5	4436.2	4592.5	4442.5	4436.2	4591.2	4593.8
306	4060.0	4172.5	4062.5	4117.5	4643.8	4493.8	4493.8	4488.8	4493.8	4493.8	4487.5	4643.8	4493.8	4488.8	4643.8	4493.8
307	4113.8	4116.2	4117.5	4118.8	4546.2	4547.5	4546.2	4540.0	4547.5	4546.2	4540.0	4546.2	4546.2	4540.0	4546.2	4548.8
399	5310.0	5310.0	5313.8	5315.0	5832.5	5833.8	5832.5	5826.2	5833.8	5831.2	5826.2	5832.5	5832.5	5826.2	5832.5	5835.0
400	5252.5	5366.2	5313.8	5368.8	5883.8	5886.2	5885.0	5726.2	5886.2	5883.8	5726.2	5883.8	5885.0	5726.2	5883.8	5886.2
401	5308.8	5366.2	5368.8	5312.5	5936.2	5938.8	5786.2	5780.0	5937.5	5786.2	5780.0	5936.2	5786.2	5780.0	5936.2	5938.8
402	5308.8	5420.0	5310.0	5366.2	5988.8	5837.5	5838.8	5831.2	5837.5	5837.5	5831.2	5987.5	5838.8	5832.5	5987.5	5837.5
403	5361.2	5365.0	5366.2	5366.2	5890.0	5892.5	5890.0	5885.0	5892.5	5890.0	5885.0	5890.0	5891.2	5883.8	5890.0	5892.5
404	5305.0	5418.8	5366.2	5420.0	5942.5	5943.8	5942.5	5782.5	5943.8	5942.5	5782.5	5942.5	5942.5	5782.5	5942.5	5943.8
405	5361.2	5418.8	5420.0	5362.5	5993.8	5996.2	5840.0	5835.0	5996.2	5840.0	5833.8	5993.8	5840.0	5835.0	5993.8	5996.2
406	5360.0	5472.5	5361.2	5418.8	6046.2	5895.0	5891.2	5886.2	5895.0	5891.2	5886.2	6046.2	5892.5	5886.2	6046.2	5893.8
407	5415.0	5413.8	5418.8	5418.8	5943.8	5946.2	5943.8	5938.8	5946.2	5943.8	5938.8	5943.8	5943.8	5937.5	5943.8	5946.2
499	6611.2	6612.5	6613.8	6613.8	7233.8	7236.2	7235.0	7228.8	7235.0	7233.8	7227.5	7233.8	7233.8	7228.8	7235.0	7236.2
500	6551.2	6666.2	6613.8	6667.5	7286.2	7288.8	7286.2	7126.2	7288.8	7286.2	7126.2	7286.2	7286.2	7126.2	7286.2	7288.8
501	6608.8	6666.2	6668.8	6610.0	7337.5	7340.0	7183.8	7177.5	7340.0	7183.8	7178.8	7337.5	7185.0	7177.5	7337.5	7341.2
502	6607.5	6720.0	6610.0	6666.2	7390.0	7237.5	7236.2	7230.0	7238.8	7236.2	7230.0	7391.2	7236.2	7230.0	7390.0	7237.5
503	6662.5	6662.5	6666.2	6666.2	7287.5	7290.0	7287.5	7281.2	7290.0	7288.8	7281.2	7287.5	7288.8	7282.5	7287.5	7290.0
504	6603.8	6717.5	6666.2	6720.0	7340.0	7342.5	7340.0	7182.5	7342.5	7340.0	7181.2	7340.0	7340.0	7181.2	7340.0	7342.5
505	6660.0	6717.5	6720.0	6662.5	7392.5	7395.0	7241.2	7236.2	7395.0	7241.2	7236.2	7392.5	7242.5	7236.2	7392.5	7395.0
506	6660.0	6772.5	6661.2	6718.8	7443.8	7293.8	7293.8	7288.8	7293.8	7293.8	7288.8	7445.0	7293.8	7288.8	7445.0	7293.8
507	6713.8	6715.0	6717.5	6717.5	7346.2	7348.8	7345.0	7340.0	7348.8	7345.0	7340.0	7346.2	7346.2	7340.0	7346.2	7348.8
508	6656.2	6770.0	6718.8	6772.5	7398.8	7400.0	7397.5	7237.5	7400.0	7397.5	7237.5	7397.5	7398.8	7237.5	7397.5	7400.0
509	6712.5	6770.0	6772.5	6713.8	7450.0	7451.2	7296.2	7290.0	7452.5	7296.2	7290.0	7450.0	7296.2	7290.0	7450.0	7452.5
510	6712.5	6823.8	6713.8	6770.0	7502.5	7350.0	7348.8	7341.2	7350.0	7348.8	7342.5	7502.5	7347.5	7342.5	7502.5	7350.0
511	6766.2	6766.2	6770.0	6770.0	7400.0	7402.5	7400.0	7395.0	7402.5	7400.0	7395.0	7400.0	7400.0	7393.8	7400.0	7402.5
512	6708.8	6822.5	6771.2	6825.0	7452.5	7455.0	7452.5	7293.8	7453.8	7452.5	7295.0	7451.2	7452.5	7293.8	7452.5	7453.8

memcpy_armv6m_test_miwo_2_mssp_2_opxip_0_opsz_0_msup_0
 FLASH - NO CACHE
Size	 0-0	 1-1	 2-2	 3-3	 0-1	 0-2	 0-3	 1-0	 1-2	 1-3	 2-0	 2-1	 2-3	 3-0	 3-1	 3-2
0	36.2	36.2	35.0	35.0	35.0	35.0	36.2	35.0	35.0	35.0	35.0	35.0	35.0	35.0	35.0	36.2
1	87.5	87.5	87.5	87.5	87.5	87.5	87.5	87.5	88.8	88.8	88.8	88.8	87.5	87.5	87.5	87.5
2	140.0	140.0	140.0	140.0	141.2	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	140.0	141.2	141.2
3	191.2	192.5	192.5	192.5	192.5	191.2	192.5	192.5	192.5	192.5	192.5	192.5	192.5	192.5	192.5	192.5
4	243.8	243.8	243.8	243.8	245.0	243.8	243.8	243.8	243.8	243.8	243.8	243.8	243.8	243.8	245.0	245.0
5	295.0	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2	296.2
6	348.8	347.5	347.5	347.5	348.8	347.5	347.5	347.5	347.5	347.5	347.5	348.8	347.5	348.8	348.8	348.8
7	401.2	400.0	400.0	401.2	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	400.0	401.2	401.2	401.2
8	156.2	272.5	220.0	273.8	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2	456.2
9	212.5	272.5	273.8	216.2	507.5	507.5	508.8	508.8	508.8	508.8	508.8	507.5	508.8	508.8	508.8	508.8
10	212.5	326.2	216.2	272.5	560.0	560.0	560.0	560.0	560.0	560.0	560.0	560.0	560.0	560.0	560.0	560.0
11	266.2	267.5	271.2	272.5	611.2	612.5	612.5	611.2	611.2	612.5	612.5	611.2	612.5	612.5	611.2	612.5
12	207.5	323.8	272.5	326.2	663.8	663.8	663.8	665.0	663.8	663.8	665.0	663.8	663.8	665.0	663.8	663.8
13	263.8	323.8	326.2	267.5	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2	716.2
14	265.0	378.8	267.5	323.8	767.5	768.8	768.8	768.8	768.8	768.8	768.8	767.5	768.8	768.8	768.8	768.8
15	318.8	320.0	325.0	325.0	820.0	820.0	820.0	821.2	820.0	820.0	820.0	820.0	821.2	820.0	820.0	820.0
16	260.0	376.2	325.0	378.8	871.2	872.5	872.5	872.5	872.5	871.2	871.2	872.5	872.5	871.2	872.5	872.5
17	316.2	376.2	377.5	321.2	552.5	552.5	396.2	392.5	551.2	396.2	392.5	551.2	396.2	392.5	550.0	552.5
18	316.2	430.0	318.8	373.8	602.5	448.8	450.0	445.0	447.5	450.0	446.2	602.5	450.0	446.2	601.2	448.8
19	370.0	372.5	373.8	375.0	500.0	503.8	503.8	496.2	505.0	503.8	496.2	500.0	505.0	496.2	500.0	503.8
20	311.2	426.2	375.0	428.8	555.0	557.5	555.0	391.2	558.8	555.0	391.2	555.0	553.8	391.2	555.0	557.5
21	368.8	425.0	428.8	370.0	608.8	607.5	452.5	447.5	608.8	450.0	447.5	607.5	452.5	448.8	607.5	608.8
22	368.8	480.0	370.0	426.2	658.8	505.0	506.2	501.2	505.0	506.2	500.0	657.5	506.2	502.5	657.5	503.8
23	422.5	422.5	425.0	426.2	556.2	560.0	560.0	552.5	560.0	558.8	552.5	556.2	560.0	552.5	553.8	560.0
24	363.8	477.5	426.2	480.0	610.0	611.2	611.2	447.5	613.8	610.0	448.8	610.0	610.0	448.8	610.0	613.8
25	420.0	477.5	480.0	422.5	663.8	663.8	507.5	503.8	663.8	508.8	505.0	663.8	507.5	503.8	661.2	665.0
26	420.0	532.5	422.5	478.8	715.0	560.0	562.5	557.5	560.0	562.5	558.8	713.8	562.5	557.5	713.8	560.0
27	473.8	473.8	478.8	477.5	612.5	616.2	616.2	607.5	616.2	616.2	608.8	612.5	616.2	607.5	612.5	616.2
28	415.0	530.0	477.5	531.2	666.2	670.0	666.2	503.8	670.0	666.2	503.8	666.2	666.2	505.0	665.0	670.0
29	472.5	530.0	532.5	475.0	720.0	720.0	563.8	560.0	720.0	562.5	560.0	720.0	565.0	560.0	720.0	720.0
30	471.2	583.8	473.8	530.0	770.0	616.2	617.5	615.0	616.2	617.5	612.5	770.0	618.8	613.8	770.0	616.2
31	526.2	526.2	530.0	530.0	667.5	672.5	672.5	663.8	672.5	670.0	663.8	668.8	671.2	665.0	666.2	672.5
32	467.5	581.2	530.0	583.8	721.2	725.0	721.2	561.2	726.2	721.2	560.0	722.5	722.5	560.0	722.5	726.2
33	523.8	581.2	583.8	528.8	776.2	776.2	620.0	616.2	776.2	620.0	615.0	776.2	620.0	616.2	773.8	776.2
34	523.8	636.2	526.2	582.5	826.2	672.5	673.8	670.0	671.2	675.0	670.0	826.2	673.8	670.0	826.2	671.2
35	578.8	580.0	581.2	582.5	723.8	727.5	727.5	720.0	727.5	728.8	720.0	723.8	728.8	720.0	723.8	727.5
36	520.0	635.0	582.5	636.2	777.5	782.5	777.5	616.2	782.5	777.5	616.2	778.8	778.8	616.2	778.8	782.5
37	576.2	635.0	636.2	577.5	832.5	832.5	675.0	671.2	832.5	673.8	671.2	832.5	676.2	672.5	831.2	832.5
38	576.2	687.5	577.5	633.8	882.5	728.8	730.0	725.0	727.5	730.0	723.8	882.5	730.0	726.2	881.2	728.8
39	630.0	630.0	635.0	635.0	780.0	783.8	783.8	776.2	783.8	782.5	776.2	780.0	783.8	776.2	777.5	785.0
40	571.2	686.2	635.0	688.8	835.0	836.2	833.8	672.5	838.8	833.8	672.5	835.0	833.8	671.2	835.0	837.5
41	627.5	686.2	688.8	630.0	888.8	888.8	732.5	727.5	888.8	732.5	727.5	888.8	732.5	727.5	886.2	888.8
42	628.8	740.0	631.2	686.2	938.8	785.0	786.2	781.2	785.0	786.2	781.2	938.8	786.2	782.5	937.5	785.0
43	682.5	682.5	686.2	685.0	836.2	840.0	840.0	832.5	840.0	840.0	832.5	836.2	840.0	832.5	836.2	840.0
44	623.8	738.8	686.2	740.0	890.0	893.8	890.0	727.5	895.0	890.0	727.5	890.0	891.2	727.5	890.0	893.8
45	681.2	738.8	740.0	682.5	945.0	943.8	788.8	785.0	943.8	786.2	785.0	943.8	787.5	783.8	943.8	943.8
46	680.0	792.5	681.2	737.5	995.0	840.0	842.5	837.5	840.0	842.5	836.2	993.8	841.2	838.8	995.0	840.0
47	733.8	735.0	738.8	737.5	892.5	896.2	896.2	887.5	896.2	893.8	887.5	892.5	896.2	887.5	890.0	896.2
48	675.0	790.0	737.5	791.2	946.2	947.5	946.2	783.8	950.0	946.2	783.8	946.2	946.2	783.8	946.2	950.0
49	732.5	790.0	792.5	736.2	1000.0	1000.0	843.8	840.0	1000.0	845.0	840.0	1000.0	845.0	840.0	997.5	1000.0
50	731.2	843.8	735.0	790.0	1050.0	896.2	897.5	895.0	896.2	897.5	893.8	1050.0	898.8	895.0	1050.0	896.2
51	786.2	788.8	790.0	790.0	947.5	952.5	952.5	943.8	952.5	952.5	943.8	948.8	952.5	943.8	947.5	952.5
52	727.5	841.2	790.0	843.8	1001.2	1006.2	1001.2	840.0	1006.2	1002.5	840.0	1002.5	1002.5	840.0	1002.5	1006.2
53	783.8	842.5	843.8	786.2	1055.0	1056.2	900.0	896.2	1056.2	898.8	896.2	1056.2	901.2	896.2	1056.2	1056.2
54	785.0	896.2	785.0	842.5	1106.2	952.5	953.8	950.0	952.5	955.0	947.5	1106.2	955.0	950.0	1106.2	952.5
55	837.5	837.5	841.2	842.5	1003.8	1007.5	1008.8	1000.0	1008.8	1006.2	1001.2	1003.8	1007.5	1000.0	1002.5	1007.5
56	781.2	893.8	842.5	896.2	1057.5	1061.2	1057.5	896.2	1061.2	1057.5	896.2	1058.8	1057.5	896.2	1058.8	1061.2
57	836.2	893.8	896.2	838.8	1111.2	1111.2	955.0	952.5	1112.5	956.2	952.5	1111.2	956.2	951.2	1110.0	1111.2
58	836.2	947.5	838.8	893.8	1162.5	1007.5	1010.0	1006.2	1008.8	1010.0	1006.2	1162.5	1010.0	1006.2	1162.5	1008.8
59	890.0	890.0	893.8	895.0	1060.0	1065.0	1063.8	1056.2	1065.0	1063.8	1056.2	1060.0	1063.8	1056.2	1060.0	1065.0
60	832.5	946.2	893.8	948.8	1113.8	1117.5	1115.0	952.5	1117.5	1115.0	952.5	1113.8	1113.8	952.5	1113.8	1117.5
61	887.5	946.2	948.8	890.0	1168.8	1168.8	1011.2	1007.5	1168.8	1010.0	1008.8	1168.8	1011.2	1007.5	1168.8	1167.5
62	888.8	1000.0	890.0	946.2	1217.5	1065.0	1066.2	1062.5	1063.8	1066.2	1060.0	1217.5	1065.0	1061.2	1217.5	1065.0
63	941.2	942.5	946.2	946.2	1116.2	1120.0	1120.0	1112.5	1120.0	1118.8	1111.2	1115.0	1120.0	1112.5	1113.8	1120.0
64	885.0	998.8	946.2	1000.0	1170.0	1172.5	1170.0	1007.5	1175.0	1170.0	1008.8	1170.0	1170.0	1008.8	1170.0	1173.8
65	940.0	997.5	1000.0	943.8	1223.8	1223.8	1068.8	1065.0	1223.8	1068.8	1065.0	1223.8	1068.8	1065.0	1222.5	1223.8
66	940.0	1051.2	942.5	998.8	1273.8	1120.0	1122.5	1118.8	1121.2	1121.2	1117.5	1275.0	1122.5	1118.8	1275.0	1120.0
67	993.8	996.2	997.5	998.8	1171.2	1176.2	1176.2	1168.8	1176.2	1176.2	1167.5	1171.2	1176.2	1167.5	1171.2	1175.0
68	935.0	1050.0	998.8	1051.2	1226.2	1230.0	1226.2	1063.8	1230.0	1226.2	1065.0	1226.2	1226.2	1063.8	1225.0	1230.0
69	991.2	1050.0	1052.5	995.0	1280.0	1280.0	1123.8	1120.0	1280.0	1121.2	1120.0	1280.0	1125.0	1120.0	1281.2	1280.0
70	992.5	1103.8	993.8	1051.2	1330.0	1175.0	1177.5	1175.0	1176.2	1178.8	1171.2	1330.0	1178.8	1175.0	1330.0	1176.2
71	1046.2	1046.2	1050.0	1050.0	1227.5	1232.5	1232.5	1223.8	1232.5	1230.0	1223.8	1227.5	1232.5	1225.0	1226.2	1232.5
72	987.5	1101.2	1050.0	1103.8	1282.5	1285.0	1282.5	1120.0	1286.2	1282.5	1120.0	1281.2	1281.2	1120.0	1282.5	1286.2
73	1043.8	1101.2	1105.0	1046.2	1336.2	1336.2	1180.0	1175.0	1336.2	1180.0	1176.2	1336.2	1180.0	1176.2	1335.0	1336.2
74	1043.8	1155.0	1046.2	1102.5	1386.2	1232.5	1235.0	1230.0	1232.5	1235.0	1230.0	1386.2	1233.8	1230.0	1386.2	1232.5
75	1098.8	1097.5	1102.5	1101.2	1283.8	1287.5	1287.5	1280.0	1287.5	1288.8	1280.0	1283.8	1288.8	1280.0	1283.8	1287.5
76	1040.0	1153.8	1101.2	1156.2	1337.5	1342.5	1338.8	1175.0	1342.5	1337.5	1176.2	1337.5	1338.8	1175.0	1337.5	1342.5
77	1096.2	1153.8	1156.2	1097.5	1391.2	1392.5	1236.2	1231.2	1391.2	1233.8	1231.2	1391.2	1236.2	1232.5	1392.5	1391.2
78	1096.2	1208.8	1098.8	1153.8	1442.5	1288.8	1291.2	1286.2	1288.8	1290.0	1283.8	1441.2	1290.0	1286.2	1442.5	1288.8
79	1150.0	1150.0	1153.8	1155.0	1340.0	1345.0	1343.8	1336.2	1345.0	1342.5	1336.2	1340.0	1345.0	1336.2	1338.8	1345.0
80	1091.2	1206.2	1153.8	1208.8	1393.8	1396.2	1395.0	1232.5	1397.5	1395.0	1232.5	1393.8	1393.8	1232.5	1393.8	1398.8
81	1148.8	1206.2	1207.5	1152.5	1448.8	1448.8	1291.2	1287.5	1448.8	1291.2	1287.5	1448.8	1291.2	1287.5	1446.2	1448.8
82	1147.5	1260.0	1150.0	1206.2	1498.8	1343.8	1346.2	1342.5	1343.8	1346.2	1342.5	1497.5	1346.2	1342.5	1497.5	1345.0
83	1202.5	1205.0	1205.0	1206.2	1396.2	1400.0	1400.0	1391.2	1400.0	1400.0	1392.5	1396.2	1400.0	1392.5	1396.2	1400.0
99	1411.2	1412.5	1413.8	1415.0	1620.0	1625.0	1623.8	1616.2	1625.0	1623.8	1616.2	1620.0	1625.0	1616.2	1620.0	1625.0
100	1351.2	1466.2	1413.8	1468.8	1673.8	1677.5	1673.8	1511.2	1677.5	1675.0	1512.5	1673.8	1673.8	1512.5	1673.8	1677.5
101	1407.5	1466.2	1467.5	1410.0	1727.5	1728.8	1571.2	1567.5	1728.8	1571.2	1567.5	1727.5	1572.5	1568.8	1728.8	1727.5
102	1408.8	1520.0	1410.0	1466.2	1778.8	1625.0	1626.2	1622.5	1623.8	1626.2	1620.0	1777.5	1626.2	1622.5	1778.8	1623.8
103	1462.5	1462.5	1466.2	1465.0	1676.2	1680.0	1681.2	1672.5	1680.0	1678.8	1672.5	1676.2	1681.2	1672.5	1673.8	1680.0
104	1405.0	1517.5	1466.2	1521.2	1730.0	1732.5	1730.0	1567.5	1735.0	1730.0	1568.8	1730.0	1730.0	1568.8	1730.0	1733.8
105	1461.2	1518.8	1520.0	1462.5	1783.8	1783.8	1628.8	1625.0	1783.8	1628.8	1625.0	1783.8	1628.8	1625.0	1782.5	1783.8
106	1460.0	1571.2	1462.5	1517.5	1833.8	1680.0	1682.5	1677.5	1680.0	1682.5	1677.5	1833.8	1681.2	1677.5	1835.0	1680.0
107	1513.8	1513.8	1518.8	1518.8	1731.2	1735.0	1736.2	1727.5	1736.2	1736.2	1727.5	1731.2	1736.2	1727.5	1732.5	1736.2
199	2710.0	2710.0	2713.8	2715.0	3020.0	3023.8	3023.8	3016.2	3023.8	3022.5	3016.2	3020.0	3023.8	3016.2	3017.5	3023.8
200	2651.2	2766.2	2713.8	2767.5	3073.8	3076.2	3073.8	2912.5	3078.8	3075.0	2912.5	3073.8	3073.8	2912.5	3073.8	3078.8
201	2707.5	2766.2	2767.5	2710.0	3127.5	3128.8	2972.5	2968.8	3127.5	2972.5	2968.8	3127.5	2972.5	2968.8	3126.2	3127.5
202	2707.5	2820.0	2710.0	2766.2	3178.8	3023.8	3026.2	3022.5	3023.8	3026.2	3022.5	3178.8	3025.0	3021.2	3177.5	3025.0
203	2762.5	2762.5	2766.2	2766.2	3076.2	3080.0	3080.0	3072.5	3080.0	3081.2	3072.5	3076.2	3080.0	3072.5	3076.2	3080.0
204	2703.8	2818.8	2766.2	2820.0	3130.0	3133.8	3130.0	2968.8	3133.8	3130.0	2968.8	3131.2	3130.0	2968.8	3130.0	3133.8
